date,SGDM,CWB,TRHC,DALT,LBTYA,ESGE,KMB,AUST,MO,RING,PLCE,DBAW,TTP,VLU,EYLD,EEA,ESGI,CNRG,BSCU,CFBK,FTHI,UWM,CGEN,MLN,TMTS,EBIZ,STIP,KWEB,EDIV,ZGNX,UJPY,UFPI,USRI,REED,VCLT,OPBK,ETHI,BABA,SEAC,IDV,MIDU,GXC,UPC,KEMQ,JSML,PZD,ARCB,HAP,ZIONP,LHAA,MCHI,CHI,FTIVW,MIDD
2021-05-13 10:00:00,30.0839,80.83,42.515,9.9561,27.95,42.55,,0,,,,,,,,,,,0,,,,,,,,106.555,68.65,,,,,,,,,0,0,0,0,0,0,3.36,,64.3699,,83.9,,,0,,,0,
2021-05-13 09:50:00,29.985,80.5,43.07,,27.91,42.37,,0,,,,,,,,,,,0,,,,,,,31.92,106.55,68.13,,,,,,,,,0,0,0,0,0,0,3.23,,,,83.56,47.531,,0,,,0,
2021-05-13 09:35:00,29.975,80.74,42.72,,27.64,42.44,,0,,,,,21.9,143.97,,11.2882,,,0,,,,,,,32.02,106.53,69.0,29.5141,,,,,,,,0,0,0,0,0,0,3.28,30.54,63.09,,81.87,47.32,,0,,,0,
2021-05-12 16:00:00,30.24,80.18,42.57,,27.49,42.26,,0,,,,,,,,,,,0,,,,,,9.92,31.74,106.57,68.69,29.57,,,,,,,,0,0,0,0,0,0,3.24,30.43,,,81.17,47.59,,0,,,0,
2021-05-12 15:50:00,30.1612,80.23,42.26,9.8862,27.56,42.31,,0,,,,,21.94,,,,,,0,,,,,,9.91,31.81,106.575,68.65,29.44,,,,,,,,0,0,0,0,0,0,3.28,30.45,,,81.28,47.599,,0,,,0,
2021-05-12 15:35:00,30.1528,80.26,42.3,,27.535,42.2999,,0,,,,,,143.65,,,,,0,,,,,,,31.79,106.58,68.68,29.5392,,,,,,,,0,0,0,0,0,0,,30.43,,,81.04,,,0,,,0,
2021-05-12 15:30:00,30.0701,80.215,42.39,,27.515,42.289,,0,,,,,,143.61,,11.2782,,,0,,,,,,,31.78,106.5907,68.605,,,,,,,,,0,0,0,0,0,0,,30.369,63.29,,81.46,47.52,,0,,,0,
2021-05-12 15:25:00,30.1469,80.1523,42.09,,27.51,42.27,,0,,,,,,143.83,,11.2483,,,0,,,,,,9.915,31.7549,106.6,68.52,29.514,,,,,,,,0,0,0,0,0,0,,,,,80.93,,,0,,,0,
2021-05-12 15:10:00,30.205,80.31,42.44,9.9163,27.7,42.349,,0,,,,,,144.285,,,,,0,,,,,,,31.82,106.595,68.63,29.5237,,,,,,,,0,0,0,0,0,0,3.3559,30.4094,,,81.96,,,0,,,0,
2021-05-12 14:15:00,30.3397,80.48,43.66,,27.69,42.36,,0,,,,,22.32,,,,,,0,,,,,,,31.9207,106.6191,68.5275,29.5067,,,,,,,,0,0,0,0,0,0,,,63.8,,83.11,,,0,,,0,
2021-05-12 13:55:00,30.41,80.6185,44.175,,27.75,42.44,,0,,,,,,,,,,,0,,,,,,,31.99,106.63,68.8,29.52,,,,,,,,0,0,0,0,0,0,,30.456,,,83.55,,,0,,,0,
2021-05-12 13:45:00,30.443,80.61,44.17,,27.76,42.44,,0,,,,,,,,,,,0,,,,,,,,106.635,68.85,29.4901,,,,,,,,0,0,0,0,0,0,,,,,83.825,,,0,,,0,
2021-05-12 13:35:00,30.4699,80.545,43.86,,27.72,42.39,,0,,,,,,,,,,,0,,,,,,,,106.635,68.79,,,,,,,,,0,0,0,0,0,0,3.39,,,,83.68,,,0,,,0,
2021-05-12 13:30:00,30.4323,80.52,44.02,,27.72,42.433,,0,,,,,,144.81,,,,,0,,,,,,,32.06,106.64,68.92,,,,,,,,,0,0,0,0,0,0,,,,,83.74,,,0,,,0,
2021-05-12 13:25:00,30.45,80.585,44.03,,27.69,42.44,,0,,,,,,,,,,,0,,,,,,,32.031,106.64,68.895,29.5099,,,,,,,,0,0,0,0,0,0,3.4,,,,83.85,48.02,,0,,,0,
2021-05-12 13:20:00,30.49,80.62,44.03,,27.71,42.4569,,0,,,,,,,38.1667,,,,0,,,,,,,,106.625,68.82,,,,,,,,,0,0,0,0,0,0,3.4101,,,,83.82,48.0183,,0,,,0,
2021-05-12 13:05:00,30.41,80.85,44.085,,27.77,42.54,,0,,,,,,,,,,,0,,,,,,,,106.63,69.1025,,,,,,,,,0,0,0,0,0,0,3.29,,63.87,,84.04,,,0,,,0,
2021-05-12 12:55:00,30.39,80.6492,43.9,,27.71,42.39,,0,,,,,,,,,,,0,,,,,,,32.0734,106.63,68.91,,,,,,,,,0,0,0,0,0,0,3.36,,,,84.0925,,,0,,,0,
2021-05-12 12:45:00,30.4,80.5,43.65,,27.605,42.4,,0,,,,,,,,,,,0,,,,,,,31.95,106.645,68.81,,,,,,,,,0,0,0,0,0,0,3.32,,,,84.235,47.89,,0,,,0,
2021-05-12 12:40:00,30.423,80.44,43.405,,27.61,42.38,,0,,,,,,,,,,,0,,,,,,,32.0,106.645,68.725,,,,,,,,,0,0,0,0,0,0,3.3201,,,,84.035,,,0,,,0,
2021-05-12 12:25:00,30.425,80.431,43.28,,27.55,42.417,,0,,,,,,,,,,,0,,,,,,9.91,31.94,106.645,68.52,29.5,,,,,,,,0,0,0,0,0,0,3.3,30.43,,,84.33,47.955,,0,,,0,
2021-05-12 12:15:00,30.41,80.2656,43.26,,27.61,42.33,,0,,,,,22.43,,38.28,11.3181,,,0,,,,,,,31.9738,106.645,68.5,29.43,,,,,,,,0,0,0,0,0,0,,30.49,,,84.13,48.0,,0,,,0,
2021-05-12 11:55:00,30.5347,80.41,43.35,,27.71,42.47,,0,,,,,,145.2159,,,,,0,,,,,,9.92,32.08,106.665,68.93,,,,,,,,,0,0,0,0,0,0,3.35,,,,84.37,,,0,,,0,
2021-05-12 11:50:00,30.535,80.58,43.34,,27.76,42.5498,,0,,,,,,,,11.3879,,,0,,,,,,9.9,,106.6725,69.09,,,,,,,,,0,0,0,0,0,0,,,,,84.605,48.2161,,0,,,0,
2021-05-12 11:45:00,30.52,80.6354,43.45,,27.77,42.53,,0,,,,,,145.42,,,,,0,,,,,,,32.1,106.6729,69.038,,,,,,,,,0,0,0,0,0,0,3.36,,,,84.84,,,0,,,0,
2021-05-12 11:35:00,30.5,80.66,43.42,,27.76,42.465,,0,,,,,22.4001,,,,,,0,,,,,,,32.11,106.675,68.86,,,,,,,,,0,0,0,0,0,0,,,,,85.26,,,0,,,0,
2021-05-12 11:30:00,30.54,80.745,43.38,,27.825,42.5201,,0,,,,,,,,,,,0,,,,,,9.93,,106.6759,68.93,,,,,,,,,0,0,0,0,0,0,3.39,,,,85.46,,,0,,,0,
2021-05-12 11:20:00,30.565,80.98,43.6974,,27.84,42.6184,,0,,,,,22.4352,145.58,,,,,0,,,,,,,32.32,106.6881,69.28,,,,,,,,,0,0,0,0,0,0,,30.65,,,85.39,48.345,,0,,,0,
2021-05-12 11:10:00,30.62,80.86,43.49,,27.8439,42.57,,0,,,,,,,,,,,0,,,,,,,,106.69,69.11,,,,,,,,,0,0,0,0,0,0,,,,,85.3,,,0,,,0,
2021-05-12 11:05:00,30.7001,80.823,43.275,,27.83,42.57,,0,,,,,,,,,,,0,,,,,,,32.2,106.69,69.07,,,,,,,,,0,0,0,0,0,0,3.34,,,,85.45,,,0,,,0,
2021-05-12 11:00:00,30.6347,80.69,43.13,,27.76,42.52,,0,,,,,,,38.475,,,,0,,,,,,,32.16,106.705,68.91,,,,,,,,,0,0,0,0,0,0,3.335,30.55,,,85.08,,,0,,,0,
2021-05-12 10:55:00,30.6128,80.69,43.18,10.0361,27.74,42.5,,0,,,,,,,,,,,0,,,,,,,32.21,106.705,68.92,29.5505,,,,,,,,0,0,0,0,0,0,,,63.975,,85.35,48.35,,0,,,0,
2021-05-12 10:45:00,30.723,80.7,43.08,,27.77,42.61,,0,,,,,,,,,,,0,,,,,,,,106.708,69.27,29.61,,,,,,,,0,0,0,0,0,0,,,63.97,,85.05,,,0,,,0,
2021-05-12 10:40:00,30.6432,80.8939,43.08,,27.785,42.66,,0,,,,,22.49,145.65,,,,,0,,,,,,,,106.709,69.42,29.6324,,,,,,,,0,0,0,0,0,0,3.41,,,,85.21,,,0,,,0,
2021-05-12 10:35:00,30.59,80.78,43.01,,27.8,42.65,,0,,,,,22.19,,,,,,0,,,,,,,32.35,106.705,69.27,29.645,,,,,,,,0,0,0,0,0,0,3.33,,,,85.5,48.3,,0,,,0,
2021-05-12 10:25:00,30.66,80.97,43.53,,27.83,42.76,,0,,,,,,,,,,,0,,,,,,,32.541,106.709,69.3,29.67,,,,,,,,0,0,0,0,0,0,3.315,,,,85.72,48.55,,0,,,0,
2021-05-12 10:20:00,30.58,81.04,43.3,,27.78,42.74,,0,,,,,,145.925,,,,,0,,,,,,,32.45,106.71,69.37,,,,,,,,,0,0,0,0,0,0,3.41,30.8299,64.2526,,85.6575,,,0,,,0,
2021-05-12 10:15:00,30.52,81.0615,43.33,,27.8,42.7389,,0,,,,,,,,,,,0,,,,,,,32.52,106.69,69.35,,,,,,,,,0,0,0,0,0,0,,30.809,64.16,,86.15,,,0,,,0,
2021-05-12 10:00:00,30.71,81.23,42.51,10.0761,27.73,42.81,,0,,,,,,,,,,,0,,,,,,,32.595,106.655,69.53,29.69,,,,,,,,0,0,0,0,0,0,3.45,30.98,,,85.77,,,0,,,0,
2021-05-12 09:55:00,30.69,81.27,43.28,,27.73,42.84,,0,,,,,,145.7284,,,,,0,,,,,,,,106.643,69.72,29.7368,,,,,,,,0,0,0,0,0,0,3.45,,64.13,,85.94,,,0,,,0,
2021-05-12 09:50:00,30.82,81.4999,,,27.7,42.88,,0,,,,,,,,,,,0,,,,,,,,106.625,69.95,29.6316,,,,,,,,0,0,0,0,0,0,3.45,,,,85.7699,48.3344,,0,,,0,
2021-05-12 09:45:00,30.79,81.3,43.89,10.1161,27.79,42.82,,0,,,,,,,,,,,0,,,,,,,32.69,106.65,69.74,,,,,,,,,0,0,0,0,0,0,3.425,31.02,,,86.4338,48.3581,,0,,,0,
2021-05-12 09:35:00,30.8,81.55,43.72,,27.95,42.859,,0,,,,,22.1,145.47,,11.3081,,,0,,,,,,,32.79,106.665,69.71,29.72,,,,,,,,0,0,0,0,0,0,3.38,30.98,64.4,,87.24,48.5,,0,,,0,
2021-05-11 16:00:00,30.8,82.05,43.305,,28.02,43.5,,0,,,,,,,,,,,0,,,,,,,32.95,106.45,69.79,30.23,,,,,,,,0,0,0,0,0,0,3.29,31.46,64.902,,87.5739,48.44,,0,,,0,
2021-05-11 15:55:00,30.825,82.065,43.16,,27.97,43.51,,0,,,,,,146.24,39.095,,,,0,,,,,,,,106.4575,69.78,30.231,,,,,,,,0,0,0,0,0,0,,31.4577,,,87.7787,48.485,,0,,,0,
2021-05-11 15:50:00,30.785,82.09,43.2,,27.985,43.5225,,0,,,,,22.03,146.26,,,,,0,,,,,,,,106.4575,69.6325,30.231,,,,,,,,0,0,0,0,0,0,,,,,87.8137,,,0,,,0,
2021-05-11 15:45:00,30.82,82.035,43.24,,27.945,43.46,,0,,,,,,,,,,,0,,,,,,,32.9385,106.47,69.51,30.22,,,,,,,,0,0,0,0,0,0,,31.44,64.89,,87.3841,,,0,,,0,
2021-05-11 15:40:00,30.83,81.9818,43.32,,27.92,43.43,,0,,,,,,145.96,,,,,0,,,,,,,32.9,106.47,69.555,30.201,,,,,,,,0,0,0,0,0,0,3.2961,,64.89,,87.3441,48.38,,0,,,0,
2021-05-11 15:35:00,30.84,82.01,43.51,,27.96,43.46,,0,,,,,,146.34,,,,,0,,,,,,,32.96,106.465,69.68,,,,,,,,,0,0,0,0,0,0,3.279,31.47,65.17,,87.6089,,,0,,,0,
2021-05-11 15:30:00,30.84,82.18,43.825,,27.995,43.53,,0,,,,,,146.69,,11.4278,,,0,,,,,,,33.03,106.46,69.92,30.2759,,,,,,,,0,0,0,0,0,0,3.259,,,,87.8636,48.56,,0,,,0,
2021-05-11 15:20:00,30.745,82.21,43.63,,27.9601,43.5157,,0,,,,,22.0301,,38.9,,,,0,,,,,,,32.929,106.455,69.93,30.255,,,,,,,,0,0,0,0,0,0,3.2615,,,,87.3841,,,0,,,0,
2021-05-11 15:15:00,30.765,82.005,43.41,,27.88,43.44,,0,,,,,22.1,,,,,,0,,,,,,,32.9,106.455,69.74,,,,,,,,,0,0,0,0,0,0,,,,,87.0644,48.415,,0,,,0,
2021-05-11 14:50:00,30.63,82.195,43.92,,27.86,43.5001,,0,,,,,,,,,,,0,,,,,,,32.94,106.445,69.99,30.23,,,,,,,,0,0,0,0,0,0,3.28,,65.11,,87.7937,48.36,,0,,,0,
2021-05-11 14:40:00,30.6363,82.07,44.0,,27.9,43.45,,0,,,,,,,,,,,0,,,,,,,,106.44,69.875,30.21,,,,,,,,0,0,0,0,0,0,,,,,87.9336,,,0,,,0,
2021-05-11 14:10:00,30.71,82.12,44.0,,27.92,43.44,,0,,,,,,146.3629,,,,,0,,,,,,,,106.435,69.57,30.22,,,,,,,,0,0,0,0,0,0,,,,,88.3731,48.41,,0,,,0,
2021-05-11 14:00:00,30.7208,82.13,43.68,,27.91,43.44,,0,,,,,,,38.8,11.3679,,,0,,,,,,,,106.435,69.63,30.2292,,,,,,,,0,0,0,0,0,0,3.2786,31.43,,,88.3981,48.37,,0,,,0,
2021-05-11 13:55:00,30.726,82.035,43.72,,27.88,43.41,,0,,,,,,,,11.3879,,,0,,,,,,,,106.44,69.548,30.25,,,,,,,,0,0,0,0,0,0,3.2853,31.439,,,88.2732,,,0,,,0,
2021-05-11 13:30:00,30.7,82.215,44.0,,27.9,43.4763,,0,,,,,,,,,,,0,,,,,,,32.9,106.44,69.72,30.23,,,,,,,,0,0,0,0,0,0,,,,,87.1443,,,0,,,0,
2021-05-11 13:25:00,30.6472,82.119,43.77,,27.855,43.415,,0,,,,,,,,,,,0,,,,,,,,106.44,69.59,30.2486,,,,,,,,0,0,0,0,0,0,3.255,,64.75,,86.6598,48.33,,0,,,0,
2021-05-11 13:15:00,30.628,81.9275,43.87,,27.79,43.36,,0,,,,,,,,,,,0,,,,,,,32.83,106.43,69.465,,,,,,,,,0,0,0,0,0,0,,,,,86.3219,,,0,,,0,
2021-05-11 12:45:00,30.6299,81.939,43.785,,27.71,43.34,,0,,,,,,,,,,,0,,,,,,,,106.435,69.41,,,,,,,,,0,0,0,0,0,0,3.3,31.3799,64.775,,86.3551,48.26,,0,,,0,
2021-05-11 12:40:00,30.6,82.05,43.91,,27.75,43.389,,0,,,,,,,38.899,,,,0,,,,,,,,106.43,69.44,30.2183,,,,,,,,0,0,0,0,0,0,3.3,,,,86.6049,,,0,,,0,
2021-05-11 12:25:00,30.5569,82.0,44.06,,27.8,43.38,,0,,,,,,,,,,,0,,,,,,,32.79,106.44,69.475,,,,,,,,,0,0,0,0,0,0,3.33,,,,86.4643,,,0,,,0,
2021-05-11 12:20:00,30.605,82.0953,44.16,,27.86,43.4015,,0,,,,,,,,,,,0,,,,,,,,106.445,69.54,,,,,,,,,0,0,0,0,0,0,3.35,,,,86.4251,,,0,,,0,
2021-05-11 12:10:00,30.585,82.02,44.13,,27.88,43.4,,0,,,,,,,,,,,0,,,,,,,32.8,106.4487,69.55,30.2382,,,,,,,,0,0,0,0,0,0,,31.3741,,,86.3501,,,0,,,0,
2021-05-11 12:05:00,30.6,81.965,44.29,,27.94,43.39,,0,,,,,,,38.73,,,,0,,,,,,,32.81,106.44,69.61,,,,,,,,,0,0,0,0,0,0,3.355,,,,86.4151,,,0,,,0,
2021-05-11 12:00:00,30.5722,81.965,44.46,,27.93,43.37,,0,,,,,,,,,,,0,,,,,,,,106.445,69.52,,,,,,,,,0,0,0,0,0,0,3.33,,,,86.455,48.33,,0,,,0,
2021-05-11 11:45:00,30.56,81.745,44.195,,27.81,43.32,,0,,,,,,,,,,,0,,,,,,,32.7,106.429,69.35,,,,,,,,,0,0,0,0,0,0,3.3201,31.35,,,86.0055,,,0,,,0,
2021-05-11 11:20:00,30.415,81.88,43.79,,27.74,43.3199,,0,,,,,,,,,,,0,,,,,,,32.72,106.415,69.54,,,,,,,,,0,0,0,0,0,0,3.27,,64.5917,,85.0464,48.1719,,0,,,0,
2021-05-11 10:45:00,30.335,81.13,43.76,,27.555,43.11,,0,,,,,22.1,,,,,,0,,,,,,,32.29,106.42,68.46,,,,,,,,,0,0,0,0,0,0,3.21,,,,85.3861,47.9,,0,,,0,
2021-05-11 10:35:00,30.45,81.01,43.76,,27.53,43.04,,0,,,,,,,,,,,0,,,,,,,,106.425,68.07,,,,,,,,,0,0,0,0,0,0,3.14,,,,85.446,,,0,,,0,
2021-05-11 10:30:00,30.58,81.01,43.95,,27.55,43.081,,0,,,,,22.1376,,,,,,0,,,,,,,32.33,106.4981,68.2,30.14,,,,,,,,0,0,0,0,0,0,3.21,30.9801,,,85.7257,,,0,,,0,
2021-05-11 10:25:00,30.6399,81.3,44.14,,27.66,43.2,,0,,,,,,,,,,,0,,,,,,,32.46,106.489,68.52,30.21,,,,,,,,0,0,0,0,0,0,3.2,31.11,,,85.8656,,,0,,,0,
2021-05-11 10:05:00,30.525,81.69,43.75,,27.8188,43.305,,0,,,,,,,,,,,0,,,,,,,32.74,106.4955,68.79,30.23,,,,,,,,0,0,0,0,0,0,3.11,,,,86.0554,48.6599,,0,,,0,
2021-05-11 10:00:00,30.4201,81.8,44.0,,27.73,43.35,,0,,,,,,147.131,,,,,0,,,,,,,32.76,106.497,69.07,30.21,,,,,,,,0,0,0,0,0,0,,,64.8199,,86.2552,,,0,,,0,
2021-05-11 09:55:00,30.3075,81.55,43.8,10.1261,27.64,43.27,,0,,,,,,,,,,,0,,,,,,,32.4999,106.4981,68.62,,,,,,,,,0,0,0,0,0,0,3.0851,,64.73,,86.0354,,,0,,,0,
2021-05-11 09:50:00,30.274,81.29,43.09,,27.49,43.17,,0,,,,,,146.78,,,,,0,,,,,,,32.48,106.46,68.38,,,,,,,,,0,0,0,0,0,0,3.08,30.9958,64.485,,86.1253,,,0,,,0,
2021-05-11 09:45:00,30.205,81.33,43.517,10.1261,27.46,43.17,,0,,,,,,,,,,,0,,,,,,,32.4522,106.45,68.42,30.23,,,,,,,,0,0,0,0,0,0,3.0511,31.055,,,86.465,,,0,,,0,
2021-05-11 09:40:00,30.1617,80.95,42.856,,27.41,43.09,,0,,,,,,146.2732,,11.2184,,,0,,,,,,,32.231,106.4501,67.91,,,,,,,,,0,0,0,0,0,0,3.05,30.9599,,,86.6249,48.07,,0,,,0,
2021-05-11 09:35:00,29.87,80.64,42.95,,27.36,43.04,,0,,,,,22.09,147.18,38.75,11.3679,,,0,,,,,,9.94,32.1289,106.45,67.435,30.1263,,,,,,,,0,0,0,0,0,0,3.05,30.73,64.0,,86.3651,48.17,,0,,,0,
2021-05-10 16:00:00,30.59,81.98,44.72,,27.74,43.68,,0,,,,,,,40.18,11.4676,,,0,,,,,,,32.9309,106.57,68.6,30.65,,,,,,,,0,0,0,0,0,0,3.055,,65.4346,,88.543,48.96,,0,,,0,
2021-05-10 15:55:00,30.55,81.9035,44.96,,27.77,43.69,,0,,,,,,148.42,39.99,,,,0,,,,,,9.98,32.95,106.575,68.67,30.68,,,,,,,,0,0,0,0,0,0,3.05,,,,89.0625,49.07,,0,,,0,
2021-05-10 15:50:00,30.51,82.075,44.99,,27.815,43.73,,0,,,,,22.41,,40.145,11.4676,,,0,,,,,,9.98,33.0214,106.58,68.67,,,,,,,,,0,0,0,0,0,0,,,,,88.9925,,,0,,,0,
2021-05-10 15:40:00,30.6131,82.1,45.1,,27.8099,43.75,,0,,,,,,,39.99,,,,0,,,,,,9.98,,106.555,68.675,,,,,,,,,0,0,0,0,0,0,3.065,,,,89.4121,,,0,,,0,
2021-05-10 15:30:00,30.6299,82.06,45.3,10.1861,27.82,43.76,,0,,,,,,,39.99,,,,0,,,,,,9.965,33.03,106.56,68.61,30.68,,,,,,,,0,0,0,0,0,0,3.0426,,,,89.3622,,,0,,,0,
2021-05-10 15:25:00,30.51,82.06,45.2,,27.76,43.73,,0,,,,,,,,,,,0,,,,,,9.965,33.03,106.56,68.6083,30.6875,,,,,,,,0,0,0,0,0,0,3.0288,,,,89.1823,49.0657,,0,,,0,
2021-05-10 15:15:00,30.597,82.15,45.04,,27.77,43.75,,0,,,,,,,,,,,0,,,,,,,33.07,106.56,68.6689,,,,,,,,,0,0,0,0,0,0,,,,,89.3022,49.14,,0,,,0,
2021-05-10 15:10:00,30.55,82.19,45.11,,27.74,43.76,,0,,,,,,,,,,,0,,,,,,,,106.555,68.79,,,,,,,,,0,0,0,0,0,0,3.05,,,,89.3022,,,0,,,0,
2021-05-10 15:05:00,30.5852,82.15,45.175,,27.76,43.75,,0,,,,,22.35,,,11.4676,,,0,,,,,,9.96,33.065,106.555,68.77,,,,,,,,,0,0,0,0,0,0,,31.51,,,89.1474,,,0,,,0,
2021-05-10 15:00:00,30.5733,82.02,44.98,,27.71,43.72,,0,,,,,22.42,,,,,,0,,,,,,9.97,33.05,106.567,68.6406,30.67,,,,,,,,0,0,0,0,0,0,3.0533,,,,89.2323,,,0,,,0,
2021-05-10 14:50:00,30.5487,82.09,44.99,,27.73,43.7141,,0,,,,,,,,11.4676,,,0,,,,,,9.96,33.06,106.605,68.635,,,,,,,,,0,0,0,0,0,0,,,,,89.43,,,0,,,0,
2021-05-10 14:45:00,30.525,82.0894,44.945,10.201,27.73,43.73,,0,,,,,,148.8477,,,,,0,,,,,,9.96,33.07,106.605,68.6262,30.7499,,,,,,,,0,0,0,0,0,0,,31.57,,,89.4521,,,0,,,0,
2021-05-10 14:40:00,30.59,82.1868,45.11,,27.755,43.748,,0,,,,,,,,11.4676,,,0,,,,,,9.96,33.12,106.625,68.72,,,,,,,,,0,0,0,0,0,0,3.07,31.569,,,89.7518,49.25,,0,,,0,
2021-05-10 14:35:00,30.74,82.17,45.1,,27.77,43.735,,0,,,,,,148.9481,40.1759,11.4681,,,0,,,,,,9.96,33.1,106.65,68.63,30.66,,,,,,,,0,0,0,0,0,0,,,,,89.6918,49.255,,0,,,0,
2021-05-10 14:30:00,30.705,82.09,44.91,,27.77,43.73,,0,,,,,,,40.02,,,,0,,,,,,9.97,,106.665,68.6,,,,,,,,,0,0,0,0,0,0,3.07,31.535,66.0,,89.7418,,,0,,,0,
2021-05-10 14:20:00,30.64,82.2819,45.07,,27.811,43.74,,0,,,,,,149.2,,,,,0,,,,,,9.96,33.2,106.68,68.72,,,,,,,,,0,0,0,0,0,0,,,66.02,,90.571,,,0,,,0,
2021-05-10 14:15:00,30.72,82.35,44.99,,27.9,43.81,,0,,,,,,,,,,,0,,,,,,9.97,,106.695,68.8,30.74,,,,,,,,0,0,0,0,0,0,,,66.32,,91.4102,49.37,,0,,,0,
2021-05-10 14:05:00,30.681,82.38,45.11,,27.92,43.81,,0,,,,,,,,,,,0,,,,,,9.96,33.251,106.6999,68.92,30.72,,,,,,,,0,0,0,0,0,0,,,66.35,,91.0605,,,0,,,0,
2021-05-10 14:00:00,30.684,82.39,45.1,,27.92,43.84,,0,,,,,,,,,,,0,,,,,,9.96,33.29,106.69,68.95,,,,,,,,,0,0,0,0,0,0,,,,,90.8307,,,0,,,0,
2021-05-10 13:40:00,30.675,82.4161,45.56,,27.97,43.85,,0,,,,,,149.58,,,,,0,,,,,,9.95,33.35,106.6839,68.74,30.761,,,,,,,,0,0,0,0,0,0,,31.66,,,90.8607,,,0,,,0,
2021-05-10 13:35:00,30.76,82.4836,45.84,,27.955,43.86,,0,,,,,,149.54,,,,,0,,,,,,9.95,33.37,106.68,68.81,,,,,,,,,0,0,0,0,0,0,3.12,,,,91.1854,49.45,,0,,,0,
2021-05-10 13:25:00,30.77,82.5603,46.2,,27.93,43.85,,0,,,,,,149.65,,,,,0,,,,,,,,106.65,68.8,,,,,,,,,0,0,0,0,0,0,3.1,,,,91.1904,49.3,,0,,,0,
2021-05-10 13:10:00,30.77,82.45,,,27.92,43.85,,0,,,,,,149.62,39.99,,,,0,,,,,,,33.29,106.66,68.76,,,,,,,,,0,0,0,0,0,0,3.0765,,,,91.8297,,,0,,,0,
2021-05-10 13:05:00,30.7946,82.44,46.61,,27.91,43.86,,0,,,,,,,,,,,0,,,,,,,33.33,106.655,68.78,,,,,,,,,0,0,0,0,0,0,,,,,91.57,,,0,,,0,
2021-05-10 12:40:00,30.7825,82.45,46.94,,27.87,43.87,,0,,,,,,,,,,,0,,,,,,,33.33,106.6561,68.66,,,,,,,,,0,0,0,0,0,0,3.0862,,66.6657,,93.0785,,,0,,,0,
2021-05-10 12:30:00,30.835,82.51,46.78,10.2272,27.88,43.87,,0,,,,,,149.8,39.99,,,,0,,,,,,,33.39,106.6625,68.6999,,,,,,,,,0,0,0,0,0,0,3.06,31.68,66.786,,92.9287,,,0,,,0,
2021-05-10 12:25:00,30.93,82.58,46.61,10.236,27.88,43.9,,0,,,,,,149.79,40.03,,,,0,,,,,,,,106.675,68.81,,,,,,,,,0,0,0,0,0,0,3.0942,31.73,66.8783,,92.9986,,,0,,,0,
2021-05-10 12:20:00,30.93,82.6015,46.71,,27.86,43.9232,,0,,,,,,,,,,,0,,,,,,,33.39,106.675,68.815,,,,,,,,,0,0,0,0,0,0,,,66.92,,92.9187,,,0,,,0,
2021-05-10 12:10:00,30.97,82.63,46.7,,27.88,43.95,,0,,,,,,,,,,,0,,,,,,,33.34,106.645,68.83,,,,,,,,,0,0,0,0,0,0,3.1,,66.7505,,92.6639,,,0,,,0,
2021-05-10 12:05:00,30.975,82.61,46.63,,27.87,43.97,,0,,,,,,,,,,,0,,,,,,,33.3,106.64,68.88,,,,,,,,,0,0,0,0,0,0,,31.809,,,92.9686,49.543,,0,,,0,
2021-05-10 12:00:00,31.0119,82.595,46.63,,27.89,43.97,,0,,,,,,,,11.4676,,,0,,,,,,,,106.646,68.82,,,,,,,,,0,0,0,0,0,0,,31.7799,,,92.9087,,,0,,,0,
2021-05-10 11:55:00,31.0067,82.52,46.67,,27.89,43.94,,0,,,,,,,,,,,0,,,,,,,33.26,106.645,68.7401,,,,,,,,,0,0,0,0,0,0,,,,,93.1484,49.61,,0,,,0,
2021-05-10 11:40:00,31.05,82.35,46.56,,27.9,43.88,,0,,,,,22.415,149.9,,,,,0,,,,,,,33.18,106.625,68.5302,30.695,,,,,,,,0,0,0,0,0,0,,,,,93.4432,,,0,,,0,
2021-05-10 11:35:00,31.005,82.37,46.57,,27.8988,43.86,,0,,,,,,149.91,,,,,0,,,,,,,33.1601,106.625,68.561,,,,,,,,,0,0,0,0,0,0,,31.6522,,,93.578,49.52,,0,,,0,
2021-05-10 11:30:00,31.0495,82.39,46.69,,27.89,43.86,,0,,,,,,,,,,,0,,,,,,,33.15,106.6299,68.7,,,,,,,,,0,0,0,0,0,0,3.1,,,,92.7189,,,0,,,0,
2021-05-10 11:20:00,31.02,82.28,46.455,,27.95,43.83,,0,,,,,22.3,,39.99,,,,0,,,,,,,33.08,106.6218,68.53,,,,,,,,,0,0,0,0,0,0,3.06,,,,92.7788,,,0,,,0,
2021-05-10 10:55:00,30.97,82.24,46.7583,,27.66,43.78,,0,,,,,22.265,,,,,,0,,,,,,,33.0503,106.605,68.68,,,,,,,,,0,0,0,0,0,0,3.1054,,,,92.7588,,,0,,,0,
2021-05-10 10:50:00,31.045,82.19,46.49,,27.675,43.82,,0,,,,,22.21,,,,,,0,,,,,,,33.11,106.615,68.82,,,,,,,,,0,0,0,0,0,0,,,66.34,,92.7587,,,0,,,0,
2021-05-10 10:45:00,31.0421,82.36,46.58,10.236,27.71,43.89,,0,,,,,22.21,,,,,,0,,,,,,,33.125,106.615,69.09,30.68,,,,,,,,0,0,0,0,0,0,3.09,,66.425,,93.1085,49.48,,0,,,0,
