date,SONO,SHLS,CD,JD,BILI,PLTR,HAE,OSCR,DQ,EXAS,FLR,M,DOYU,TTNDY,SFTBY,OLK,TRQ,QDEL,VIAC,AMC,AFRM,RLX,NGLOY,ACH,PSFE,PBR,ENB,CSCO,AMWL,SIRI,ITUB,CRWOF,WIX,FCX,BBD,EDU,INTC,INSM,OXY,JPM,TME,HBM,KGC,TDOC,CHWY,CMCSA,ZNGA,PFE,CLOV,VALE,SWN,UBER,T,TRUMY
2021-05-12 20:00:00,36.1,,,71.44,93.0,0,0,,72.55,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33,,,,,39.64,0,0,0,0,0,0
2021-05-12 19:55:00,36.35,,,71.38,92.94,0,0,,,,,16.4501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35,,,,,39.63,0,0,0,0,0,0
2021-05-12 19:50:00,35.96,,,,93.1,0,0,,,,,16.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34,,,56.78,9.91,39.64,0,0,0,0,0,0
2021-05-12 19:45:00,35.95,,,,93.1,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,9.92,39.64,0,0,0,0,0,0
2021-05-12 19:40:00,35.96,,,,,0,0,,72.55,,,16.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,39.64,0,0,0,0,0,0
2021-05-12 19:35:00,36.06,,,71.5,93.39,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,139.89,,,,,0,0,0,0,0,0
2021-05-12 19:30:00,35.95,,,71.51,,0,0,,72.35,,22.55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34,,,,,39.6,0,0,0,0,0,0
2021-05-12 19:25:00,36.08,,,71.39,,0,0,,72.21,,,16.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,9.93,39.6,0,0,0,0,0,0
2021-05-12 19:20:00,36.0,,,,93.1,0,0,,71.88,,22.8,16.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,139.7,67.8,,,39.63,0,0,0,0,0,0
2021-05-12 19:15:00,35.99,,,71.28,,0,0,,,,,16.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,39.61,0,0,0,0,0,0
2021-05-12 19:10:00,36.02,,,71.3399,93.25,0,0,,,,,16.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32,,67.8,,9.93,39.62,0,0,0,0,0,0
2021-05-12 19:05:00,36.08,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,139.5,,,9.93,39.62,0,0,0,0,0,0
2021-05-12 19:00:00,36.01,,,,93.75,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34,,,,,39.62,0,0,0,0,0,0
2021-05-12 18:55:00,36.45,,,,93.75,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34,,67.6,,9.95,39.61,0,0,0,0,0,0
2021-05-12 18:50:00,36.43,,,,93.75,0,0,,,,,16.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,67.8,,,39.62,0,0,0,0,0,0
2021-05-12 18:45:00,36.44,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,67.8,,9.92,39.62,0,0,0,0,0,0
2021-05-12 18:40:00,36.29,,,71.2,93.78,0,0,,,,,16.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34,,,56.66,,39.62,0,0,0,0,0,0
2021-05-12 18:35:00,36.1,,,71.29,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,139.5,67.8,,,39.62,0,0,0,0,0,0
2021-05-12 18:30:00,36.12,,,,93.75,0,0,,,,,16.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34,,,,,39.62,0,0,0,0,0,0
2021-05-12 18:25:00,36.29,,,71.11,93.9,0,0,,72.0,,,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35,139.5,,,,39.61,0,0,0,0,0,0
2021-05-12 18:20:00,36.3,,,71.18,93.9,0,0,,,,22.55,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,139.5,,,,39.61,0,0,0,0,0,0
2021-05-12 18:15:00,36.48,,,71.18,,0,0,,,,,16.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35,139.5,,,,39.63,0,0,0,0,0,0
2021-05-12 18:10:00,36.24,,,71.15,,0,0,,,95.82,,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,139.05,,,,39.64,0,0,0,0,0,0
2021-05-12 18:05:00,35.9101,,,71.0,93.9,0,0,,,,,16.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35,139.49,,,,39.65,0,0,0,0,0,0
2021-05-12 18:00:00,36.23,,,70.99,,0,0,,,,,16.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33,139.3,,,9.9276,39.61,0,0,0,0,0,0
2021-05-12 17:55:00,35.5701,,,,93.85,0,0,,,,,16.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,9.94,39.62,0,0,0,0,0,0
2021-05-12 17:50:00,35.5,,,71.0,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,139.0,,,,39.62,0,0,0,0,0,0
2021-05-12 17:45:00,35.7,,,,93.86,0,0,,,,22.55,16.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,139.43,67.79,,9.94,39.64,0,0,0,0,0,0
2021-05-12 17:40:00,35.81,,,,93.84,0,0,,72.0,,,16.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,139.25,,56.62,9.94,39.65,0,0,0,0,0,0
2021-05-12 17:35:00,36.05,,,,93.8,0,0,,,,,16.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,67.5,,,39.64,0,0,0,0,0,0
2021-05-12 17:30:00,36.04,,,,,0,0,,,95.82,,16.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,139.66,,,,39.61,0,0,0,0,0,0
2021-05-12 17:25:00,36.365,,,70.89,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,9.93,39.64,0,0,0,0,0,0
2021-05-12 17:20:00,36.35,25.4,,,,0,0,,,,,16.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,67.75,,9.9299,,0,0,0,0,0,0
2021-05-12 17:15:00,36.0,,,,,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,39.61,0,0,0,0,0,0
2021-05-12 17:10:00,36.23,,,,93.91,0,0,,,,22.52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,9.93,39.62,0,0,0,0,0,0
2021-05-12 17:05:00,36.19,,,71.18,,0,0,,,,22.75,16.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3299,,,,,39.61,0,0,0,0,0,0
2021-05-12 17:00:00,36.22,,,70.92,93.6,0,0,,,,22.5,16.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,9.88,39.61,0,0,0,0,0,0
2021-05-12 16:55:00,36.1799,,,70.87,93.79,0,0,,,,,16.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,39.61,0,0,0,0,0,0
2021-05-12 16:50:00,36.7,,,70.85,94.16,0,0,,,,,16.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,67.41,,9.89,39.61,0,0,0,0,0,0
2021-05-12 16:45:00,37.0,,,71.01,,0,0,,,,,16.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,140.08,,56.62,,39.63,0,0,0,0,0,0
2021-05-12 16:40:00,36.98,,,71.03,,0,0,,,96.4038,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35,140.01,,56.62,9.86,39.66,0,0,0,0,0,0
2021-05-12 16:35:00,37.09,,,71.25,93.9,0,0,,72.21,96.11,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31,140.94,68.0,,9.88,39.66,0,0,0,0,0,0
2021-05-12 16:30:00,36.75,,,71.2,93.968,0,0,22.28,,,21.45,16.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31,139.5101,67.77,56.62,9.94,39.66,0,0,0,0,0,0
2021-05-12 16:25:00,37.17,,,71.25,,0,0,,,,21.6,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,140.08,67.4,56.71,10.0,,0,0,0,0,0,0
2021-05-12 16:20:00,37.71,,,71.12,93.92,0,0,,,,22.37,16.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,140.08,67.9,56.62,9.94,39.65,0,0,0,0,0,0
2021-05-12 16:15:00,36.38,25.82,,,94.1,0,0,,,,22.52,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32,,67.79,56.62,,39.63,0,0,0,0,0,0
2021-05-12 16:10:00,35.26,,,71.01,94.1,0,0,,,,23.23,16.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32,140.08,,56.62,9.94,39.7,0,0,0,0,0,0
2021-05-12 16:05:00,33.5,25.8,14.55,71.25,93.9,0,0,,,96.11,23.19,16.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32,140.08,68.0,56.62,9.95,39.73,0,0,0,0,0,0
2021-05-12 16:00:00,31.48,25.81,14.53,71.25,93.9,0,0,22.2,72.2,96.11,23.78,16.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32,140.06,68.06,56.62,9.94,39.69,0,0,0,0,0,0
2021-05-12 15:55:00,31.675,25.65,14.58,71.16,93.95,0,0,22.065,72.04,95.805,23.78,16.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,140.16,67.85,56.61,9.935,39.611,0,0,0,0,0,0
2021-05-12 15:50:00,31.815,26.01,14.57,71.33,93.84,0,0,22.235,72.44,96.68,23.85,16.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.295,140.48,68.01,56.745,9.98,39.65,0,0,0,0,0,0
2021-05-12 15:45:00,31.575,26.0,14.525,71.35,94.07,0,0,22.23,72.43,96.685,23.82,16.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.288,140.615,68.12,56.74,9.965,39.645,0,0,0,0,0,0
2021-05-12 15:40:00,31.56,26.08,14.39,71.2742,93.795,0,0,22.15,72.38,96.22,23.8,16.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2772,140.51,68.25,56.655,9.965,39.62,0,0,0,0,0,0
2021-05-12 15:35:00,31.6236,26.29,14.46,71.28,93.77,0,0,22.265,72.626,95.715,23.835,16.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.285,140.45,68.24,56.73,9.9646,39.64,0,0,0,0,0,0
2021-05-12 15:30:00,31.5243,26.28,14.5,71.1901,93.62,0,0,22.32,72.58,95.25,23.745,16.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28,140.005,68.0,56.745,9.965,39.72,0,0,0,0,0,0
2021-05-12 15:25:00,31.3423,26.275,14.49,71.08,93.29,0,0,22.365,72.19,95.185,23.66,16.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2799,139.62,67.8,56.745,9.9454,39.745,0,0,0,0,0,0
2021-05-12 15:20:00,31.3699,26.335,14.485,71.04,93.59,0,0,22.41,72.21,94.72,23.79,16.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,139.29,67.71,56.795,9.935,39.775,0,0,0,0,0,0
2021-05-12 15:15:00,31.49,26.32,14.45,70.99,93.62,0,0,22.43,72.49,94.805,24.0,16.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26,139.325,67.59,56.86,9.94,39.795,0,0,0,0,0,0
2021-05-12 15:10:00,31.68,26.31,14.51,71.12,93.85,0,0,22.355,72.545,95.005,24.1,16.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28,139.72,67.79,56.995,9.965,39.82,0,0,0,0,0,0
2021-05-12 15:05:00,31.7145,26.52,14.45,71.04,93.73,0,0,22.54,72.388,95.025,24.09,16.545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29,139.31,67.87,56.91,9.95,39.7647,0,0,0,0,0,0
2021-05-12 15:00:00,31.945,26.46,14.47,71.08,94.32,0,0,22.54,72.88,95.205,24.1,16.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.295,139.79,67.91,56.98,10.005,39.78,0,0,0,0,0,0
2021-05-12 14:55:00,32.13,26.78,14.565,71.25,94.44,0,0,22.56,73.53,95.625,24.28,16.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31,140.1901,68.3301,57.0,10.04,39.775,0,0,0,0,0,0
2021-05-12 14:50:00,32.06,26.83,14.555,71.21,94.2899,0,0,22.599,73.53,95.645,24.2,16.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31,140.77,68.28,56.9962,10.0553,39.785,0,0,0,0,0,0
2021-05-12 14:45:00,31.95,26.92,14.63,71.19,93.95,0,0,22.61,73.36,95.63,24.12,16.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,140.2,68.15,56.965,10.045,39.8,0,0,0,0,0,0
2021-05-12 14:40:00,32.0,26.955,14.7,71.18,94.035,0,0,22.635,73.27,95.55,24.1,16.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.305,140.15,68.21,56.92,10.02,39.775,0,0,0,0,0,0
2021-05-12 14:35:00,32.11,26.795,14.56,71.19,93.88,0,0,22.585,73.28,95.72,24.09,16.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.305,139.73,68.03,56.89,10.015,39.775,0,0,0,0,0,0
2021-05-12 14:30:00,31.8301,26.865,14.635,71.07,93.56,0,0,22.58,73.11,95.37,24.07,16.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.305,139.53,68.05,56.797,10.02,39.735,0,0,0,0,0,0
2021-05-12 14:25:00,31.815,26.58,14.68,70.925,93.27,0,0,22.805,73.2,95.35,24.12,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.315,139.6,67.88,56.715,10.01,39.7012,0,0,0,0,0,0
2021-05-12 14:20:00,31.72,26.57,14.535,71.05,93.46,0,0,22.805,73.23,95.296,24.16,16.6583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.31,139.7,67.84,56.715,10.025,39.67,0,0,0,0,0,0
2021-05-12 14:15:00,31.77,26.57,14.505,70.97,93.065,0,0,22.89,73.28,95.12,24.13,16.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32,140.19,67.94,56.695,10.02,39.65,0,0,0,0,0,0
2021-05-12 14:10:00,32.0,26.605,14.59,71.1084,93.43,0,0,22.86,73.3,95.45,24.28,16.7001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32,140.52,67.9,56.725,10.05,39.64,0,0,0,0,0,0
2021-05-12 14:05:00,31.96,26.665,14.59,71.16,93.48,0,0,22.92,73.46,95.47,24.27,16.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.325,140.6369,67.8401,56.7474,10.0501,39.655,0,0,0,0,0,0
2021-05-12 14:00:00,32.0383,26.67,14.49,71.21,93.13,0,0,22.885,73.29,95.48,24.27,16.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34,140.57,67.89,56.765,10.05,39.6573,0,0,0,0,0,0
2021-05-12 13:55:00,32.0,26.38,14.6,71.27,93.575,0,0,22.89,73.67,95.55,24.28,16.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35,140.6775,67.93,56.77,10.07,39.615,0,0,0,0,0,0
2021-05-12 13:50:00,32.085,26.39,14.74,71.1601,93.17,0,0,22.93,73.42,95.17,24.205,16.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.345,140.53,67.78,56.7,10.04,39.605,0,0,0,0,0,0
2021-05-12 13:45:00,32.2479,26.4505,14.85,71.27,93.82,0,0,22.92,73.81,95.24,24.23,16.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3573,141.28,68.08,56.73,10.06,39.615,0,0,0,0,0,0
2021-05-12 13:40:00,32.19,26.49,14.935,71.35,93.79,0,0,22.95,73.55,95.4,24.3,16.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.375,141.4,68.05,56.782,10.075,39.62,0,0,0,0,0,0
2021-05-12 13:35:00,32.23,26.25,14.93,71.23,93.32,0,0,22.84,73.17,94.995,24.14,16.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.345,140.51,67.86,56.715,10.05,39.615,0,0,0,0,0,0
2021-05-12 13:30:00,32.375,26.23,14.87,71.3,93.57,0,0,22.85,73.3,94.61,24.21,16.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35,140.68,68.095,56.745,10.08,39.6401,0,0,0,0,0,0
2021-05-12 13:25:00,32.39,26.2,14.92,71.29,93.695,0,0,22.88,73.21,94.33,24.24,16.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.345,141.0491,68.26,56.735,10.1,39.63,0,0,0,0,0,0
2021-05-12 13:20:00,32.55,26.21,14.96,71.28,93.56,0,0,22.885,73.33,94.34,24.18,16.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,141.21,68.21,56.805,10.092,39.625,0,0,0,0,0,0
2021-05-12 13:15:00,32.66,26.2,15.09,71.54,93.86,0,0,22.87,73.7,94.9,24.235,16.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35,141.6462,68.44,56.845,10.12,39.64,0,0,0,0,0,0
2021-05-12 13:10:00,32.66,26.19,15.085,71.61,94.26,0,0,22.73,73.825,95.065,24.2,16.8623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.332,141.1,68.6595,56.785,10.13,39.625,0,0,0,0,0,0
2021-05-12 13:05:00,32.69,26.155,15.09,71.65,94.5,0,0,22.785,74.45,94.94,24.19,16.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.345,141.75,68.87,56.78,10.125,39.675,0,0,0,0,0,0
2021-05-12 13:00:00,32.49,26.06,15.1,71.41,94.06,0,0,22.8018,73.87,94.755,24.05,16.8494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32,140.98,68.4,56.68,10.11,39.675,0,0,0,0,0,0
2021-05-12 12:55:00,32.5,26.119,15.09,71.5416,94.26,0,0,22.88,73.92,94.56,24.07,16.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32,141.19,68.71,56.655,10.0925,39.7,0,0,0,0,0,0
2021-05-12 12:50:00,32.31,26.1265,15.1,71.43,94.695,0,0,22.85,73.61,94.4229,24.1,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33,141.02,68.57,56.583,10.08,39.68,0,0,0,0,0,0
2021-05-12 12:45:00,32.26,26.15,15.055,71.52,94.35,0,0,22.48,73.23,94.56,24.04,16.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34,140.76,68.45,56.66,10.07,39.7,0,0,0,0,0,0
2021-05-12 12:40:00,32.3,26.0,15.065,71.43,94.45,0,0,22.75,72.8919,93.71,24.0,16.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3508,140.32,68.2334,56.7,10.06,39.69,0,0,0,0,0,0
2021-05-12 12:35:00,32.44,26.08,15.025,71.57,94.435,0,0,22.75,73.28,93.885,24.09,16.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37,140.5275,68.43,56.75,10.08,39.72,0,0,0,0,0,0
2021-05-12 12:30:00,32.61,26.15,15.02,71.5,94.365,0,0,22.8505,72.8599,93.63,24.04,16.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35,140.395,68.12,56.72,10.06,39.7618,0,0,0,0,0,0
2021-05-12 12:25:00,32.565,26.33,14.99,71.33,93.67,0,0,22.94,72.1,93.71,24.06,16.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.345,139.85,67.925,56.78,10.035,39.775,0,0,0,0,0,0
2021-05-12 12:20:00,32.335,26.065,15.02,71.26,93.44,0,0,22.895,71.98,93.48,24.01,16.6994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34,139.06,67.59,56.69,10.0108,39.7102,0,0,0,0,0,0
2021-05-12 12:15:00,32.3601,26.04,14.99,71.2,93.13,0,0,22.89,72.15,94.165,23.97,16.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.345,139.1,67.41,56.63,10.02,39.728,0,0,0,0,0,0
2021-05-12 12:10:00,32.52,26.01,14.955,71.32,93.46,0,0,22.92,72.47,94.75,24.06,16.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3595,139.6,67.62,56.75,10.035,39.775,0,0,0,0,0,0
2021-05-12 12:05:00,32.61,26.0,14.96,71.33,93.53,0,0,22.92,72.34,94.465,24.085,16.7683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.385,139.7,67.675,56.805,10.015,39.795,0,0,0,0,0,0
2021-05-12 12:00:00,32.7,26.215,15.06,71.34,93.6,0,0,22.99,72.55,94.0,24.1,16.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,139.7214,67.76,56.78,9.99,39.7413,0,0,0,0,0,0
2021-05-12 11:55:00,32.77,26.015,14.98,71.4,93.69,0,0,23.03,72.4926,94.13,24.19,16.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38,139.52,67.64,56.815,9.9699,39.83,0,0,0,0,0,0
