,0
512,EGP_SAR
513,EGP_USD
514,EUR_AED
515,EUR_AFN
516,EUR_ALL
517,EUR_AMD
518,EUR_ANG
519,EUR_AOA
520,EUR_ARS
521,EUR_AUD
522,EUR_AZN
523,EUR_BBD
524,EUR_BDT
525,EUR_BGN
526,EUR_BHD
527,EUR_BIF
528,EUR_BND
529,EUR_BOB
530,EUR_BRL
531,EUR_BSD
532,EUR_BWP
533,EUR_BYN
534,EUR_BZD
535,EUR_CAD
536,EUR_CHF
537,EUR_CLP
538,EUR_CNY
539,EUR_COP
540,EUR_CRC
541,EUR_CUP
542,EUR_CVE
543,EUR_CZK
544,EUR_DJF
545,EUR_DKK
546,EUR_DOP
547,EUR_DZD
548,EUR_EGP
549,EUR_ETB
550,EUR_FJD
551,EUR_GBP
552,EUR_GEL
553,EUR_GHS
554,EUR_GMD
555,EUR_GNF
556,EUR_GTQ
557,EUR_HKD
558,EUR_HNL
559,EUR_HRK
560,EUR_HTG
561,EUR_HUF
562,EUR_IDR
563,EUR_ILS
564,EUR_INR
565,EUR_IQD
566,EUR_ISK
567,EUR_JMD
568,EUR_JOD
569,EUR_JPY
570,EUR_KES
571,EUR_KHR
572,EUR_KRW
573,EUR_KWD
574,EUR_KYD
575,EUR_KZT
576,EUR_LAK
577,EUR_LBP
578,EUR_LKR
579,EUR_LSL
580,EUR_LYD
581,EUR_MAD
582,EUR_MDL
583,EUR_MGA
584,EUR_MKD
585,EUR_MMK
586,EUR_MOP
587,EUR_MRO
588,EUR_MUR
589,EUR_MWK
590,EUR_MXN
591,EUR_MYR
592,EUR_MZN
593,EUR_NAD
594,EUR_NGN
595,EUR_NIO
596,EUR_NOK
597,EUR_NPR
598,EUR_NZD
599,EUR_OMR
600,EUR_PAB
601,EUR_PEN
602,EUR_PGK
603,EUR_PHP
604,EUR_PKR
605,EUR_PLN
606,EUR_PYG
607,EUR_QAR
608,EUR_RON
609,EUR_RSD
610,EUR_RUB
611,EUR_RWF
612,EUR_SAR
613,EUR_SCR
614,EUR_SDG
615,EUR_SEK
616,EUR_SGD
617,EUR_SOS
618,EUR_STD
619,EUR_SVC
620,EUR_SZL
621,EUR_THB
622,EUR_TJS
623,EUR_TND
624,EUR_TRY
625,EUR_TTD
626,EUR_TWD
627,EUR_TZS
628,EUR_UAH
629,EUR_UGX
630,EUR_USD
631,EUR_UYU
632,EUR_UZS
633,EUR_VEF
634,EUR_VND
635,EUR_XAF
636,EUR_XCD
637,EUR_XOF
638,EUR_XPF
639,EUR_ZAR
640,EUR_ZMK
641,FJD_USD
642,GAU_EUR
643,GAU_GBP
644,GAU_IDR
645,GAU_TRY
646,GAU_USD
647,GBP_AED
648,GBP_ALL
649,GBP_ARS
650,GBP_AUD
651,GBP_BBD
652,GBP_BDT
653,GBP_BGN
654,GBP_BHD
655,GBP_BIF
656,GBP_BRL
657,GBP_BSD
658,GBP_BWP
659,GBP_BYN
660,GBP_CAD
661,GBP_CHF
662,GBP_CLP
663,GBP_CNY
664,GBP_COP
665,GBP_CRC
666,GBP_CZK
667,GBP_DJF
668,GBP_DKK
669,GBP_DOP
670,GBP_DZD
671,GBP_EGP
672,GBP_ETB
673,GBP_EUR
674,GBP_FJD
675,GBP_GMD
676,GBP_GTQ
677,GBP_HKD
678,GBP_HNL
679,GBP_HRK
680,GBP_HTG
681,GBP_HUF
682,GBP_IDR
683,GBP_ILS
684,GBP_INR
685,GBP_IQD
686,GBP_IRR
687,GBP_ISK
688,GBP_JMD
689,GBP_JOD
690,GBP_JPY
691,GBP_KES
692,GBP_KRW
693,GBP_KWD
694,GBP_KZT
695,GBP_LBP
696,GBP_LKR
697,GBP_MAD
698,GBP_MUR
699,GBP_MWK
700,GBP_MXN
701,GBP_MYR
702,GBP_NAD
703,GBP_NGN
704,GBP_NIO
705,GBP_NOK
706,GBP_NPR
707,GBP_NZD
708,GBP_OMR
709,GBP_PAB
710,GBP_PEN
711,GBP_PGK
712,GBP_PHP
713,GBP_PKR
714,GBP_PLN
715,GBP_QAR
716,GBP_RON
717,GBP_RUB
718,GBP_SAR
719,GBP_SCR
720,GBP_SEK
721,GBP_SGD
722,GBP_SZL
723,GBP_THB
724,GBP_TND
725,GBP_TRY
726,GBP_TTD
727,GBP_TWD
728,GBP_TZS
729,GBP_UAH
730,GBP_UGX
731,GBP_USD
732,GBP_VND
733,GBP_XAF
734,GBP_XCD
735,GBP_XOF
736,GBP_XPF
737,GBP_ZAR
738,GBP_ZMK
739,GEL_EUR
740,GEL_RUB
741,GHS_EUR
742,GHS_USD
743,HKD_AED
744,HKD_ARS
745,HKD_AUD
